Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRF23,4.61,Low fat,0.122058364,Hard Drinks,172.84,OUT027,1985,Tier 3,Supermarket Type3,7152.02
DRF23,4.61,Low fat,0.123346085,Hard Drinks,172.54,OUT017,2007,Tier 2,Supermarket Type1,3663.23
DRF23,4.61,Low fat,0.122901056,Hard Drinks,174.44,OUT045,2002,Tier 2,Supermarket Type1,2616.59
DRF23,4.61,Low fat,0.122629121,Hard Drinks,175.44,OUT035,2004,Tier 2,Supermarket Type1,2616.59
DRF23,4.61,Low fat,0.123151947,Hard Drinks,175.24,OUT018,2009,Tier 3,Supermarket Type2,2093.28
DRF23,4.61,Low fat,0.122843005,Hard Drinks,172.44,OUT049,1999,Tier 1,Supermarket Type1,1569.96
DRF23,4.61,Low fat,0.066132029,Hard Drinks,173.84,OUT046,1997,Tier 1,Supermarket Type1,1221.08
DRF23,4.61,Low fat,0.205294827,Hard Drinks,172.84,OUT010,1998,Tier 3,Grocery Store,174.44
DRF25,9,Low fat,0.038736754,Soft Drinks,37.32,OUT027,1985,Tier 3,Supermarket Type3,1281.67
DRF25,9,Low fat,0.038917891,Soft Drinks,35.92,OUT035,2004,Tier 2,Supermarket Type1,1171.81
DRF25,9,Low fat,0.038892859,Soft Drinks,36.12,OUT013,1987,Tier 3,Supermarket Type1,1098.57
DRF25,9,Low fat,0.03898577,Soft Drinks,34.62,OUT049,1999,Tier 1,Supermarket Type1,732.38
DRF25,9,Low fat,0.039004193,Soft Drinks,37.02,OUT045,2002,Tier 2,Supermarket Type1,659.14
DRF25,9,Low fat,0.038925251,Soft Drinks,34.92,OUT046,1997,Tier 1,Supermarket Type1,476.05
DRF25,9,Low fat,0.068153091,Soft Drinks,36.02,OUT019,1985,Tier 1,Grocery Store,73.24
DRF27,8.93,Low fat,0.028461453,Dairy,152.23,OUT049,1999,Tier 1,Supermarket Type1,5053.42
DRF27,8.93,Low fat,0.028578012,Dairy,152.23,OUT017,2007,Tier 2,Supermarket Type1,3828.35
DRF27,8.93,Low fat,0.028417272,Dairy,154.53,OUT046,1997,Tier 1,Supermarket Type1,2603.28
DRF27,8.93,Low fat,0.028411899,Dairy,152.33,OUT035,2004,Tier 2,Supermarket Type1,2143.88
DRF27,8.93,Low fat,0.028393624,Dairy,153.43,OUT013,1987,Tier 3,Supermarket Type1,1378.21
DRF27,8.93,Low fat,0.028533032,Dairy,151.43,OUT018,2009,Tier 3,Supermarket Type2,1225.07
DRF27,8.93,Low fat,0.02827966,Dairy,152.23,OUT027,1985,Tier 3,Supermarket Type3,1071.94
DRF27,8.93,Low fat,0.049754975,Dairy,152.13,OUT019,1985,Tier 1,Grocery Store,153.13
DRF36,16.1,Low fat,0.023463124,Soft Drinks,190.68,OUT027,1985,Tier 3,Supermarket Type3,9554.23
DRF36,16.1,Low fat,0.023613955,Soft Drinks,192.88,OUT049,1999,Tier 1,Supermarket Type1,5350.37
DRF36,16.1,Low fat,0.023673342,Soft Drinks,189.08,OUT018,2009,Tier 3,Supermarket Type2,5350.37
DRF36,16.1,Low fat,0.023625114,Soft Drinks,189.38,OUT045,2002,Tier 2,Supermarket Type1,3630.61
DRF36,16.1,Low fat,0.023577298,Soft Drinks,192.68,OUT046,1997,Tier 1,Supermarket Type1,2866.27
DRF36,16.1,Low fat,0.039463564,Soft Drinks,189.98,OUT010,1998,Tier 3,Grocery Store,191.08
DRF37,17.25,Low fat,0.084316691,Soft Drinks,263.39,OUT035,2004,Tier 2,Supermarket Type1,6311.78
DRF37,17.25,Low fat,0.084676173,Soft Drinks,263.19,OUT018,2009,Tier 3,Supermarket Type2,3944.87
DRF37,17.25,Low fat,0.084262458,Soft Drinks,261.59,OUT013,1987,Tier 3,Supermarket Type1,3418.88
DRF37,17.25,Low fat,0.084809658,Soft Drinks,261.19,OUT017,2007,Tier 2,Supermarket Type1,3155.89
DRF37,17.25,Low fat,0.066132029,Soft Drinks,263.59,OUT045,2002,Tier 2,Supermarket Type1,788.97
DRF37,17.25,Low fat,0.066132029,Soft Drinks,261.29,OUT019,1985,Tier 1,Grocery Store,788.97
DRF48,5.73,Low fat,0.05190652,Soft Drinks,188.19,OUT045,2002,Tier 2,Supermarket Type1,1496.72
DRF49,7.27,Low fat,0.071077939,Soft Drinks,114.25,OUT046,1997,Tier 1,Supermarket Type1,2618.59
DRF49,7.27,Low fat,0.07136748,Soft Drinks,111.85,OUT018,2009,Tier 3,Supermarket Type2,2277.04
DRF49,7.27,Low fat,0.071064499,Soft Drinks,114.45,OUT035,2004,Tier 2,Supermarket Type1,1366.22
DRF49,7.27,Low fat,0.071188446,Soft Drinks,111.95,OUT049,1999,Tier 1,Supermarket Type1,1138.52
DRF49,7.27,Low fat,0.071222087,Soft Drinks,113.55,OUT045,2002,Tier 2,Supermarket Type1,569.26
DRF49,7.27,Low fat,0.124448295,Soft Drinks,112.05,OUT019,1985,Tier 1,Grocery Store,113.85
DRF51,15.75,Low fat,0.166174549,Dairy,37.45,OUT045,2002,Tier 2,Supermarket Type1,1062.62
DRF51,15.75,Low fat,0.165838224,Dairy,36.65,OUT046,1997,Tier 1,Supermarket Type1,607.21
DRF51,15.75,Low fat,0.166513779,Dairy,38.05,OUT018,2009,Tier 3,Supermarket Type2,265.65
DRF60,10.8,Low fat,0.052363244,Soft Drinks,236.56,OUT017,2007,Tier 2,Supermarket Type1,5243.84
DRF60,10.8,Low fat,0.066132029,Soft Drinks,238.16,OUT018,2009,Tier 3,Supermarket Type2,5243.84
DRF60,10.8,Low fat,0.052174319,Soft Drinks,240.36,OUT045,2002,Tier 2,Supermarket Type1,4290.42
DRF60,10.8,Low fat,0.052149675,Soft Drinks,239.96,OUT049,1999,Tier 1,Supermarket Type1,3813.7
DRG01,14.8,Low fat,0.044660955,Soft Drinks,74.77,OUT027,1985,Tier 3,Supermarket Type3,2679.85
DRG01,14.8,Low fat,0.044869794,Soft Drinks,76.47,OUT035,2004,Tier 2,Supermarket Type1,1531.34
DRG01,14.8,Low fat,0.044840933,Soft Drinks,78.37,OUT013,1987,Tier 3,Supermarket Type1,918.8
DRG01,14.8,Low fat,0.04487828,Soft Drinks,75.47,OUT046,1997,Tier 1,Supermarket Type1,765.67
DRG01,14.8,Low fat,0.078576075,Soft Drinks,78.47,OUT019,1985,Tier 1,Grocery Store,229.7
DRG03,14.5,Low fat,0.061686402,Dairy,154,OUT027,1985,Tier 3,Supermarket Type3,5229.19
DRG03,14.5,Low fat,0.061986574,Dairy,153.1,OUT046,1997,Tier 1,Supermarket Type1,4921.59
DRG03,14.5,Low fat,0.061934991,Dairy,154.5,OUT013,1987,Tier 3,Supermarket Type1,1691.8
DRG03,14.5,Low fat,0.062239081,Dairy,154.3,OUT018,2009,Tier 3,Supermarket Type2,1691.8
DRG03,14.5,Low fat,0.103752817,Dairy,155.2,OUT010,1998,Tier 3,Grocery Store,307.6
DRG11,6.385,Low fat,0.083768522,Hard Drinks,109.86,OUT013,1987,Tier 3,Supermarket Type1,3235.79
DRG11,6.385,Low fat,0.084179812,Hard Drinks,109.06,OUT018,2009,Tier 3,Supermarket Type2,1941.47
DRG11,6.385,Low fat,0.066132029,Hard Drinks,108.96,OUT046,1997,Tier 1,Supermarket Type1,1186.46
DRG11,6.385,Low fat,0.084008316,Hard Drinks,108.26,OUT045,2002,Tier 2,Supermarket Type1,1186.46
DRG11,6.385,Low fat,0.14032811,Hard Drinks,109.16,OUT010,1998,Tier 3,Grocery Store,107.86
DRG13,17.25,Low fat,0.03717912,Soft Drinks,162.55,OUT035,2004,Tier 2,Supermarket Type1,5920.29
DRG13,17.25,Low fat,0.037006076,Soft Drinks,164.75,OUT027,1985,Tier 3,Supermarket Type3,4111.32
DRG13,17.25,Low fat,0.037155206,Soft Drinks,166.45,OUT013,1987,Tier 3,Supermarket Type1,3782.41
DRG13,17.25,Low fat,0.037337632,Soft Drinks,163.75,OUT018,2009,Tier 3,Supermarket Type2,3289.05
DRG13,17.25,Low fat,0.037396492,Soft Drinks,165.65,OUT017,2007,Tier 2,Supermarket Type1,1808.98
DRG15,6.13,Low fat,0.076721393,Dairy,59.45,OUT035,2004,Tier 2,Supermarket Type1,2021.37
DRG15,6.13,Low fat,0.076855207,Dairy,59.35,OUT049,1999,Tier 1,Supermarket Type1,1470.09
DRG15,6.13,Low fat,0.077169953,Dairy,63.05,OUT017,2007,Tier 2,Supermarket Type1,1225.07
DRG15,6.13,Low fat,0.076735903,Dairy,62.45,OUT046,1997,Tier 1,Supermarket Type1,1225.07
DRG15,6.13,Low fat,0.066132029,Dairy,60.15,OUT013,1987,Tier 3,Supermarket Type1,1102.56
DRG15,6.13,Low fat,0.076891526,Dairy,61.55,OUT045,2002,Tier 2,Supermarket Type1,796.3
DRG23,8.88,Low fat,0.066132029,Hard Drinks,154.07,OUT018,2009,Tier 3,Supermarket Type2,2896.9
DRG23,8.88,Low fat,0.086360962,Hard Drinks,151.27,OUT027,1985,Tier 3,Supermarket Type3,2439.49
DRG23,8.88,Low fat,0.086781204,Hard Drinks,152.27,OUT046,1997,Tier 1,Supermarket Type1,1829.62
DRG23,8.88,Low fat,0.086764795,Hard Drinks,153.87,OUT035,2004,Tier 2,Supermarket Type1,1829.62
DRG23,8.88,Low fat,0.086957199,Hard Drinks,152.57,OUT045,2002,Tier 2,Supermarket Type1,1372.21
DRG23,8.88,Low fat,0.086916126,Hard Drinks,153.37,OUT049,1999,Tier 1,Supermarket Type1,1219.75
DRG23,8.88,Low fat,0.086708987,Hard Drinks,151.77,OUT013,1987,Tier 3,Supermarket Type1,762.34
DRG25,10.5,Low fat,0.019033838,Soft Drinks,185.62,OUT013,1987,Tier 3,Supermarket Type1,6897.69
DRG25,10.5,Low fat,0.019046089,Soft Drinks,188.42,OUT035,2004,Tier 2,Supermarket Type1,2237.09
DRG27,8.895,Low fat,0.105274111,Dairy,39.91,OUT049,1999,Tier 1,Supermarket Type1,690.43
DRG27,8.895,Low fat,0.105110692,Dairy,41.11,OUT046,1997,Tier 1,Supermarket Type1,690.43
DRG27,8.895,Low fat,0.105323859,Dairy,39.11,OUT045,2002,Tier 2,Supermarket Type1,609.21
DRG27,8.895,Low fat,0.066132029,Dairy,42.01,OUT018,2009,Tier 3,Supermarket Type2,568.59
DRG27,8.895,Low fat,0.184035253,Dairy,42.21,OUT019,1985,Tier 1,Grocery Store,40.61
DRG36,14.15,Low fat,0.094916347,Soft Drinks,172.31,OUT027,1985,Tier 3,Supermarket Type3,4277.77
DRG36,14.15,Low fat,0.09557165,Soft Drinks,171.01,OUT045,2002,Tier 2,Supermarket Type1,4106.65
DRG36,14.15,Low fat,0.095298849,Soft Drinks,171.81,OUT013,1987,Tier 3,Supermarket Type1,3935.54
DRG36,14.15,Low fat,0.095360186,Soft Drinks,172.31,OUT035,2004,Tier 2,Supermarket Type1,3251.1
DRG36,14.15,Low fat,0.095378221,Soft Drinks,170.51,OUT046,1997,Tier 1,Supermarket Type1,2395.55
DRG37,16.2,Low fat,0.01940856,Soft Drinks,156.8,OUT049,1999,Tier 1,Supermarket Type1,3739.13
DRG37,16.2,Low fat,0.019374768,Soft Drinks,155.9,OUT035,2004,Tier 2,Supermarket Type1,2025.36
DRG37,16.2,Low fat,0.019362306,Soft Drinks,154.7,OUT013,1987,Tier 3,Supermarket Type1,1713.77
DRG37,16.2,Low fat,0.019417732,Soft Drinks,153.8,OUT045,2002,Tier 2,Supermarket Type1,1402.17
DRG37,16.2,Low fat,0.019457372,Soft Drinks,154,OUT018,2009,Tier 3,Supermarket Type2,1246.38
DRG37,16.2,Low fat,0.019378432,Soft Drinks,156.5,OUT046,1997,Tier 1,Supermarket Type1,1090.58
DRG37,16.2,Low fat,0.033929133,Soft Drinks,154.4,OUT019,1985,Tier 1,Grocery Store,311.59
DRG39,14.15,Low fat,0.042352822,Dairy,51.7,OUT018,2009,Tier 3,Supermarket Type2,1262.36
DRG39,14.15,Low fat,0.042246575,Dairy,54.3,OUT049,1999,Tier 1,Supermarket Type1,1104.56
DRG39,14.15,Low fat,0.042180995,Dairy,52.1,OUT046,1997,Tier 1,Supermarket Type1,578.58
DRG48,5.78,Low fat,0.014555066,Soft Drinks,145.21,OUT046,1997,Tier 1,Supermarket Type1,3062.01
DRG48,5.78,Low fat,0.014484582,Soft Drinks,143.91,OUT027,1985,Tier 3,Supermarket Type3,3062.01
DRG48,5.78,Low fat,0.014614357,Soft Drinks,147.31,OUT018,2009,Tier 3,Supermarket Type2,2332.96
DRG48,5.78,Low fat,0.014584584,Soft Drinks,146.31,OUT045,2002,Tier 2,Supermarket Type1,2187.15
DRG48,5.78,Low fat,0.014577695,Soft Drinks,147.21,OUT049,1999,Tier 1,Supermarket Type1,1895.53
DRG49,7.81,Low fat,0.067592098,Soft Drinks,246.05,OUT045,2002,Tier 2,Supermarket Type1,7086.11
DRG49,7.81,Low fat,0.067836851,Soft Drinks,246.15,OUT017,2007,Tier 2,Supermarket Type1,5375.67
DRG49,7.81,Low fat,0.067128641,Soft Drinks,242.85,OUT027,1985,Tier 3,Supermarket Type3,3420.88
DRG49,7.81,Low fat,0.067730081,Soft Drinks,242.65,OUT018,2009,Tier 3,Supermarket Type2,2199.14
DRG49,7.81,Low fat,0.112906337,Soft Drinks,243.55,OUT010,1998,Tier 3,Grocery Store,488.7
DRG51,12.1,Low fat,0.011557563,Dairy,165.35,OUT049,1999,Tier 1,Supermarket Type1,3453.5
DRG51,12.1,Low fat,0.011563024,Dairy,164.95,OUT045,2002,Tier 2,Supermarket Type1,2302.34
DRG51,12.1,Low fat,0.011539622,Dairy,163.55,OUT046,1997,Tier 1,Supermarket Type1,2302.34
DRG51,12.1,Low fat,0.011604894,Dairy,166.05,OUT017,2007,Tier 2,Supermarket Type1,1480.07
DRG51,12.1,Low fat,0.019314961,Dairy,164.65,OUT010,1998,Tier 3,Grocery Store,657.81
DRH01,17.5,Low fat,0.098102581,Soft Drinks,172.97,OUT045,2002,Tier 2,Supermarket Type1,4344.35
DRH01,17.5,Low fat,0.097429924,Soft Drinks,172.87,OUT027,1985,Tier 3,Supermarket Type3,3649.25
DRH01,17.5,Low fat,0.098457814,Soft Drinks,171.77,OUT017,2007,Tier 2,Supermarket Type1,2432.83
DRH01,17.5,Low fat,0.097904029,Soft Drinks,174.87,OUT046,1997,Tier 1,Supermarket Type1,2085.29
DRH01,17.5,Low fat,0.171417316,Soft Drinks,173.07,OUT019,1985,Tier 1,Grocery Store,347.55
DRH03,17.25,Low fat,0.035207155,Dairy,93.51,OUT018,2009,Tier 3,Supermarket Type2,1491.39
DRH03,17.25,Low fat,0.035064318,Dairy,92.41,OUT046,1997,Tier 1,Supermarket Type1,1304.97
DRH03,17.25,Low fat,0.035118834,Dairy,93.41,OUT049,1999,Tier 1,Supermarket Type1,932.12
DRH03,17.25,Low fat,0.061393095,Dairy,91.81,OUT019,1985,Tier 1,Grocery Store,372.85
DRH03,17.25,Low fat,0.035057688,Dairy,91.61,OUT035,2004,Tier 2,Supermarket Type1,279.64
DRH03,17.25,Low fat,0.05869048,Dairy,91.61,OUT010,1998,Tier 3,Grocery Store,93.21
DRH11,5.98,Low fat,0.075192072,Hard Drinks,56.06,OUT027,1985,Tier 3,Supermarket Type3,2597.29
DRH11,5.98,Low fat,0.075495088,Hard Drinks,55.36,OUT013,1987,Tier 3,Supermarket Type1,497.35
DRH11,5.98,Low fat,0.075675438,Hard Drinks,53.36,OUT049,1999,Tier 1,Supermarket Type1,331.57
DRH11,5.98,Low fat,0.075711199,Hard Drinks,55.66,OUT045,2002,Tier 2,Supermarket Type1,331.57
DRH13,8.575,Low fat,0.023983258,Soft Drinks,106.33,OUT018,2009,Tier 3,Supermarket Type2,958.75
DRH13,8.575,Low fat,0.023934398,Soft Drinks,105.83,OUT045,2002,Tier 2,Supermarket Type1,958.75
DRH13,8.575,Low fat,0.023866079,Soft Drinks,107.13,OUT013,1987,Tier 3,Supermarket Type1,958.75
DRH13,8.575,Low fat,0.023885957,Soft Drinks,106.63,OUT046,1997,Tier 1,Supermarket Type1,958.75
DRH13,8.575,Low fat,0.041821227,Soft Drinks,107.63,OUT019,1985,Tier 1,Grocery Store,213.06
DRH15,8.775,Low fat,0.109911272,Dairy,41.94,OUT046,1997,Tier 1,Supermarket Type1,1538
DRH15,8.775,Low fat,0.066132029,Dairy,45.94,OUT013,1987,Tier 3,Supermarket Type1,790.97
DRH15,8.775,Low fat,0.110359004,Dairy,42.74,OUT018,2009,Tier 3,Supermarket Type2,790.97
DRH15,8.775,Low fat,0.19244045,Dairy,43.94,OUT019,1985,Tier 1,Grocery Store,131.83
DRH23,14.65,Low fat,0.170663661,Hard Drinks,56.46,OUT045,2002,Tier 2,Supermarket Type1,1436.8
DRH23,14.65,Low fat,0.171281641,Hard Drinks,54.06,OUT017,2007,Tier 2,Supermarket Type1,1160.49
DRH23,14.65,Low fat,0.170176516,Hard Drinks,55.26,OUT013,1987,Tier 3,Supermarket Type1,718.4
DRH23,14.65,Low fat,0.066132029,Hard Drinks,54.96,OUT049,1999,Tier 1,Supermarket Type1,552.61
DRH23,14.65,Low fat,0.298205272,Hard Drinks,55.76,OUT019,1985,Tier 1,Grocery Store,110.52
DRH25,18.7,Low fat,0.014522363,Soft Drinks,50.23,OUT027,1985,Tier 3,Supermarket Type3,1298.31
DRH25,18.7,Low fat,0.014622625,Soft Drinks,52.03,OUT045,2002,Tier 2,Supermarket Type1,1090.58
DRH25,18.7,Low fat,0.014675574,Soft Drinks,50.83,OUT017,2007,Tier 2,Supermarket Type1,934.78
DRH25,18.7,Low fat,0.014580886,Soft Drinks,50.23,OUT013,1987,Tier 3,Supermarket Type1,623.19
DRH25,18.7,Low fat,0.066132029,Soft Drinks,52.23,OUT035,2004,Tier 2,Supermarket Type1,467.39
DRH25,18.7,Low fat,0.02442574,Soft Drinks,52.93,OUT010,1998,Tier 3,Grocery Store,51.93
DRH36,16.2,Low fat,0.033568871,Soft Drinks,74.97,OUT017,2007,Tier 2,Supermarket Type1,2162.52
DRH36,16.2,Low fat,0.066132029,Soft Drinks,73.47,OUT013,1987,Tier 3,Supermarket Type1,2087.95
DRH36,16.2,Low fat,0.03338006,Soft Drinks,74.07,OUT046,1997,Tier 1,Supermarket Type1,1416.82
DRH36,16.2,Low fat,0.033373748,Soft Drinks,74.07,OUT035,2004,Tier 2,Supermarket Type1,894.84
DRH36,16.2,Low fat,0.033447756,Soft Drinks,73.97,OUT045,2002,Tier 2,Supermarket Type1,894.84
DRH36,16.2,Low fat,0.058444176,Soft Drinks,73.07,OUT019,1985,Tier 1,Grocery Store,223.71
DRH37,17.6,Low fat,0.041581725,Soft Drinks,163.35,OUT013,1987,Tier 3,Supermarket Type1,3453.5
DRH37,17.6,Low fat,0.041851756,Soft Drinks,162.75,OUT017,2007,Tier 2,Supermarket Type1,3124.6
DRH37,17.6,Low fat,0.041700756,Soft Drinks,164.85,OUT045,2002,Tier 2,Supermarket Type1,2302.34
DRH37,17.6,Low fat,0.041608488,Soft Drinks,165.45,OUT035,2004,Tier 2,Supermarket Type1,1644.53
DRH37,17.6,Low fat,0.041681059,Soft Drinks,164.25,OUT049,1999,Tier 1,Supermarket Type1,1315.62
DRH37,17.6,Low fat,0.072864869,Soft Drinks,165.25,OUT019,1985,Tier 1,Grocery Store,822.26
DRH39,20.7,Low fat,0.092241348,Dairy,75.87,OUT027,1985,Tier 3,Supermarket Type3,2450.14
DRH39,20.7,Low fat,0.092834313,Dairy,77.67,OUT049,1999,Tier 1,Supermarket Type1,2220.44
DRH39,20.7,Low fat,0.093214498,Dairy,74.67,OUT017,2007,Tier 2,Supermarket Type1,2143.88
DRH39,20.7,Low fat,0.066132029,Dairy,78.47,OUT046,1997,Tier 1,Supermarket Type1,1607.91
DRH39,20.7,Low fat,0.09261307,Dairy,76.37,OUT013,1987,Tier 3,Supermarket Type1,306.27
DRH39,20.7,Low fat,0.066132029,Dairy,75.97,OUT019,1985,Tier 1,Grocery Store,153.13
DRH49,19.7,Low fat,0.024635077,Soft Drinks,84.16,OUT013,1987,Tier 3,Supermarket Type1,1073.27
DRH49,19.7,Low fat,0.024655594,Soft Drinks,84.36,OUT046,1997,Tier 1,Supermarket Type1,743.03
DRH49,19.7,Low fat,0.024756031,Soft Drinks,83.86,OUT018,2009,Tier 3,Supermarket Type2,247.68
DRH49,19.7,Low fat,0.043168763,Soft Drinks,82.86,OUT019,1985,Tier 1,Grocery Store,165.12
DRH51,17.6,Low fat,0.066132029,Dairy,89.19,OUT027,1985,Tier 3,Supermarket Type3,2109.25
DRH51,17.6,Low fat,0.097135675,Dairy,89.39,OUT013,1987,Tier 3,Supermarket Type1,1318.28
DRH51,17.6,Low fat,0.097367722,Dairy,89.39,OUT049,1999,Tier 1,Supermarket Type1,878.86
DRH51,17.6,Low fat,0.097198194,Dairy,89.89,OUT035,2004,Tier 2,Supermarket Type1,351.54
DRH51,17.6,Low fat,0.170213676,Dairy,89.59,OUT019,1985,Tier 1,Grocery Store,175.77
DRH59,10.8,Low fat,0.05843345,Hard Drinks,74.74,OUT046,1997,Tier 1,Supermarket Type1,1025.33
DRH59,10.8,Low fat,0.066132029,Hard Drinks,72.34,OUT049,1999,Tier 1,Supermarket Type1,805.62
DRH59,10.8,Low fat,0.097805615,Hard Drinks,73.94,OUT010,1998,Tier 3,Grocery Store,73.24
DRI01,7.97,Low fat,0.066132029,Soft Drinks,172.04,OUT018,2009,Tier 3,Supermarket Type2,5690.59
DRI01,7.97,Low fat,0.034286109,Soft Drinks,173.14,OUT027,1985,Tier 3,Supermarket Type3,5000.82
DRI01,7.97,Low fat,0.034647829,Soft Drinks,171.24,OUT017,2007,Tier 2,Supermarket Type1,3103.96
DRI01,7.97,Low fat,0.066132029,Soft Drinks,173.74,OUT045,2002,Tier 2,Supermarket Type1,2759.08
DRI01,7.97,Low fat,0.034452949,Soft Drinks,174.04,OUT046,1997,Tier 1,Supermarket Type1,2586.63
DRI01,7.97,Low fat,0.034424278,Soft Drinks,171.84,OUT013,1987,Tier 3,Supermarket Type1,2069.31
DRI01,7.97,Low fat,0.057667173,Soft Drinks,172.14,OUT010,1998,Tier 3,Grocery Store,517.33
DRI03,6.03,Low fat,0.022703693,Dairy,177.9,OUT046,1997,Tier 1,Supermarket Type1,4781.78
DRI03,6.03,Low fat,0.0226848,Dairy,178.1,OUT013,1987,Tier 3,Supermarket Type1,4604.67
DRI03,6.03,Low fat,0.0226994,Dairy,176.4,OUT035,2004,Tier 2,Supermarket Type1,4250.47
DRI03,6.03,Low fat,0.066132029,Dairy,175.3,OUT027,1985,Tier 3,Supermarket Type3,3719.16
DRI03,6.03,Low fat,0.066132029,Dairy,175.1,OUT049,1999,Tier 1,Supermarket Type1,1593.93
DRI03,6.03,Low fat,0.022832115,Dairy,176.7,OUT017,2007,Tier 2,Supermarket Type1,1416.82
DRI03,6.03,Low fat,0.022796178,Dairy,178.1,OUT018,2009,Tier 3,Supermarket Type2,1416.82
DRI03,6.03,Low fat,0.039751236,Dairy,176.9,OUT019,1985,Tier 1,Grocery Store,708.41
DRI11,8.26,Low fat,0.034237682,Hard Drinks,113.28,OUT027,1985,Tier 3,Supermarket Type3,2303.67
DRI11,8.26,Low fat,0.034457776,Hard Drinks,113.38,OUT049,1999,Tier 1,Supermarket Type1,2073.3
DRI11,8.26,Low fat,0.034397781,Hard Drinks,115.78,OUT035,2004,Tier 2,Supermarket Type1,2073.3
DRI11,8.26,Low fat,0.03447406,Hard Drinks,117.08,OUT045,2002,Tier 2,Supermarket Type1,1612.57
DRI11,8.26,Low fat,0.034544435,Hard Drinks,116.08,OUT018,2009,Tier 3,Supermarket Type2,1267.02
DRI11,8.26,Low fat,0.060237465,Hard Drinks,115.98,OUT019,1985,Tier 1,Grocery Store,345.55
DRI11,8.26,Low fat,0.057585723,Hard Drinks,113.78,OUT010,1998,Tier 3,Grocery Store,115.18
DRI13,15.35,Low fat,0.020441939,Soft Drinks,216.45,OUT017,2007,Tier 2,Supermarket Type1,5426.27
DRI13,15.35,Low fat,0.020310046,Soft Drinks,218.05,OUT013,1987,Tier 3,Supermarket Type1,3038.71
DRI13,15.35,Low fat,0.020409765,Soft Drinks,218.35,OUT018,2009,Tier 3,Supermarket Type2,2387.56
DRI13,15.35,Low fat,0.020326962,Soft Drinks,216.75,OUT046,1997,Tier 1,Supermarket Type1,1736.41
DRI23,18.85,Low fat,0.137755834,Hard Drinks,161.86,OUT018,2009,Tier 3,Supermarket Type2,3530.07
DRI23,18.85,Low fat,0.13747519,Hard Drinks,158.66,OUT045,2002,Tier 2,Supermarket Type1,3369.61
DRI23,18.85,Low fat,0.066132029,Hard Drinks,162.06,OUT035,2004,Tier 2,Supermarket Type1,3209.16
DRI23,18.85,Low fat,0.136532569,Hard Drinks,159.66,OUT027,1985,Tier 3,Supermarket Type3,2888.24
DRI23,18.85,Low fat,0.137410256,Hard Drinks,161.76,OUT049,1999,Tier 1,Supermarket Type1,1604.58
DRI23,18.85,Low fat,0.137972993,Hard Drinks,158.46,OUT017,2007,Tier 2,Supermarket Type1,1444.12
DRI25,19.6,Low fat,0.034093203,Soft Drinks,56.66,OUT017,2007,Tier 2,Supermarket Type1,1492.06
DRI25,19.6,Low fat,0.033970195,Soft Drinks,55.16,OUT045,2002,Tier 2,Supermarket Type1,1381.54
DRI25,19.6,Low fat,0.03387323,Soft Drinks,56.16,OUT013,1987,Tier 3,Supermarket Type1,828.92
DRI25,19.6,Low fat,0.033901442,Soft Drinks,56.26,OUT046,1997,Tier 1,Supermarket Type1,773.66
DRI25,19.6,Low fat,0.03395415,Soft Drinks,56.46,OUT049,1999,Tier 1,Supermarket Type1,773.66
DRI25,19.6,Low fat,0.033737273,Soft Drinks,56.66,OUT027,1985,Tier 3,Supermarket Type3,607.88
DRI25,19.6,Low fat,0.056744064,Soft Drinks,55.66,OUT010,1998,Tier 3,Grocery Store,165.78
DRI37,15.85,Low fat,0.107076832,Soft Drinks,58.79,OUT027,1985,Tier 3,Supermarket Type3,1288.99
DRI37,15.85,Low fat,0.108036187,Soft Drinks,57.39,OUT018,2009,Tier 3,Supermarket Type2,703.08
DRI37,15.85,Low fat,0.107765165,Soft Drinks,59.59,OUT049,1999,Tier 1,Supermarket Type1,703.08
DRI37,15.85,Low fat,0.107597879,Soft Drinks,58.79,OUT046,1997,Tier 1,Supermarket Type1,585.9
DRI37,15.85,Low fat,0.108206497,Soft Drinks,58.39,OUT017,2007,Tier 2,Supermarket Type1,468.72
DRI37,15.85,Low fat,0.180096791,Soft Drinks,57.39,OUT010,1998,Tier 3,Grocery Store,117.18
DRI39,13.8,Low fat,0.096592065,Dairy,54.89,OUT027,1985,Tier 3,Supermarket Type3,3112.62
DRI39,13.8,Low fat,0.097043739,Dairy,57.49,OUT035,2004,Tier 2,Supermarket Type1,1358.23
DRI39,13.8,Low fat,0.097457483,Dairy,55.39,OUT018,2009,Tier 3,Supermarket Type2,1018.67
DRI39,13.8,Low fat,0.097611115,Dairy,54.89,OUT017,2007,Tier 2,Supermarket Type1,679.12
DRI39,13.8,Low fat,0.162462044,Dairy,55.89,OUT010,1998,Tier 3,Grocery Store,226.37
DRI47,14.7,Low fat,0.02090277,Hard Drinks,144.51,OUT013,1987,Tier 3,Supermarket Type1,3307.69
DRI47,14.7,Low fat,0.020920179,Hard Drinks,143.81,OUT046,1997,Tier 1,Supermarket Type1,3020.07
DRI47,14.7,Low fat,0.021005399,Hard Drinks,144.51,OUT018,2009,Tier 3,Supermarket Type2,2588.63
